source,target,value
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3387/Number%20and%20Quantity-%20Vector%20and%20Matrix%20Quantities,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2983/Biological%20Evolution:%20Unity%20and%20Diversity,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2979/Heredity:%20Inheritance%20and%20Variation%20of%20Traits,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2860/Energy,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2710/Earth%E2%80%99s%20Place%20in%20the%20Universe,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2700/Biological%20Evolution:%20Unity%20and%20Diversity,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2684/%20Heredity:%20Inheritance%20and%20Variation,1
Direct/Unknown,https://cloudlabslearning.com/es/como-se-puede-potenciar-el-aprendizaje-activo-con-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/es/cloudlabs-presente-en-senasoft,1
Direct/Unknown,https://cloudlabslearning.com/error/500,1
Direct/Unknown,https://cloudlabslearning.com/error-invitation/request,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/state-list/233,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma/detail-curriculum/8287/Mathematics/detail-grade/8311/Grade%204,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma/detail-curriculum/8286/Sciences/detail-grade/8296/Grade%203,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/568/Earth%20and%20Space%20Science%20(ESS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/165/Life%20Science%20(LS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/Estados%20Unidos/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/568/Earth%20and%20Space%20Science%20(ESS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/Estados%20Unidos/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/3120/Grade%205,1
Direct/Unknown,https://cloudlabslearning.com/es_co,1
Direct/Unknown,https://cloudlabslearning.com/es/terminos-y-condiciones,1
Direct/Unknown,https://cloudlabslearning.com/es/secuencias-didacticas-herramientas-clave-para-el-aprendizaje,1
Direct/Unknown,https://cloudlabslearning.com/es/profesores-en-metepec-mexico-exploran-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/es/pensamiento-computacional-programacion-y-robotica,1
Direct/Unknown,https://cloudlabslearning.com/es/metaverso-en-la-educacion,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3433/Statistics%20and%20Probability-Making%20Inferences,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3412/Functions-%20Interpreting%20Functions,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/025fa729-9ecb-44d2-bb32-986a32b65a44,1
Direct/Unknown,https://cloudlabslearning.com/.well-known/change-password,1
https://store.cloudlabslearning.com/,https://cloudlabslearning.com/about-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/join-us,1
Direct/Unknown,https://cloudlabslearning.com/jobs,1
Direct/Unknown,https://cloudlabslearning.com/integrative-projects-a-strategy-for-the-development-of-skills-for-the-21st-century,1
Direct/Unknown,https://cloudlabslearning.com/institutions-pricing,1
Direct/Unknown,https://cloudlabslearning.com/institutions,1
Direct/Unknown,https://cloudlabslearning.com/how-does-cloudlabs-achieve-curriculum-integration,1
Direct/Unknown,https://cloudlabslearning.com/homeschool-for-parents,1
Direct/Unknown,https://cloudlabslearning.com/higher-education-cl,1
Direct/Unknown,https://cloudlabslearning.com/gallery,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/178/Common%20Core%20State%20Standards/detail-grade/868/Statistics%20and%20Probability,1
Direct/Unknown,https://cloudlabslearning.com/es/educacionsuperiorcl,1
Direct/Unknown,https://cloudlabslearning.com/es/educacion-superior-cl,1
Direct/Unknown,https://cloudlabslearning.com/es/educacion-basica,1
Direct/Unknown,https://cloudlabslearning.com/es/como-trabajar-la-creatividad-en-el-aula,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/f8eb34a5-d7a4-4940-b3a1-d4ecebefe219,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/e02d496d-eb41-4d64-b861-708bf299791b,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/dd702428-6c80-434f-8945-3021ae312ff9,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/db78a113-0178-486d-b48b-2060b6394e04,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d758afb1-29a0-45a1-a138-f5d94b733dae,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d60ab521-15a2-4ffa-bcb8-ad9cc97dd177,1
Direct/Unknown,https://cloudlabslearning.com/commercial-team,1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-virtual-stem-trade-shows-usa,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/0480289d-50e7-416e-b772-7d6a232de428,1
Direct/Unknown,https://cloudlabslearning.com/features,1
Direct/Unknown,https://cloudlabslearning.com/events,1
Direct/Unknown,https://cloudlabslearning.com/pt/home-pt,1
Direct/Unknown,https://cloudlabslearning.com/pt/abordagem-pedagogica,1
Direct/Unknown,https://cloudlabslearning.com/products,1
Direct/Unknown,https://cloudlabslearning.com/pricing,1
Direct/Unknown,https://cloudlabslearning.com/price,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/755ff3db-5c73-4da2-a1b8-c658d0ddbc2f,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/6f83334b-00d5-419a-bf46-faf561261315,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/689ae21b-2f84-4915-9353-297bb1fe9077,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/680dd94b-59f5-4290-a316-b80703e028dd,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/62c33b3e-f59e-4959-9268-4561bf24c8e1,1
Direct/Unknown,https://cloudlabslearning.com/es/habilidades-para-el-siglo-xxi-que-debes-tener-en-cuenta,1
Direct/Unknown,https://cloudlabslearning.com/register/E7AFBBE49E,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/629273a0-82e2-41c3-b5d5-580b39a58c62,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/5be6f339-b10a-4680-9d4f-ece1606718b5,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d18c06bb-ffa9-48b5-8d32-7d187f1e41c6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/cf36c04c-c727-4aea-8b27-f310d4dde96f,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/cd2a96ea-4b06-4f59-a8c0-e93a752abab3,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c56c7913-203d-41f3-967f-f38f7ba43499,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c43ba72c-f05f-4497-a020-1100d87ab1e6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c3e6bbb5-0459-4071-9675-a563eb597f77,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c1f46e42-8b86-46b7-bb9c-de92e3bbefa7,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c06e3d06-fe54-4e4c-bb90-4f4801397ce8,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/baf9e825-364d-4fae-83f8-536a6fe81b7c,1
Direct/Unknown,https://cloudlabslearning.com/online-tools-for-fast-writing-of-academic-papers,1
Direct/Unknown,https://cloudlabslearning.com/news/blogs-and-news,1
Direct/Unknown,https://cloudlabslearning.com/middle-and-high-school,1
Direct/Unknown,https://cloudlabslearning.com/stem-instructional-design,1
Direct/Unknown,https://cloudlabslearning.com/login,1
Direct/Unknown,https://cloudlabslearning.com/register/491E45F21D,1
Direct/Unknown,https://cloudlabslearning.com/register/3F80C842E9,1
Direct/Unknown,https://cloudlabslearning.com/register/3F45BD268C,1
Direct/Unknown,https://cloudlabslearning.com/register/3C5090E152,1
Direct/Unknown,https://cloudlabslearning.com/register/353F359D73,1
Direct/Unknown,https://cloudlabslearning.com/register/295F75EC9A,1
Direct/Unknown,https://cloudlabslearning.com/register/26A6EBAC2F,1
Direct/Unknown,https://cloudlabslearning.com/register/23AB98625A,1
Direct/Unknown,https://cloudlabslearning.com/register/217482526A,1
Direct/Unknown,https://cloudlabslearning.com/regiser,1
Direct/Unknown,https://cloudlabslearning.com/pt/vamos-falar-de-aprendizagem-colaborativa,1
Direct/Unknown,https://cloudlabslearning.com/pt/pacotes-pt,1
Direct/Unknown,https://cloudlabslearning.com/verify/97A261,1
Direct/Unknown,https://cloudlabslearning.com/verify/7294FD,1
Direct/Unknown,https://cloudlabslearning.com/verify/386E65,1
Direct/Unknown,https://cloudlabslearning.com/register/DA341845CE,1
Direct/Unknown,https://cloudlabslearning.com/register/BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319,1
Direct/Unknown,http://localhost:3000/,1
Direct/Unknown,https://cloudlabslearning.com/register/9FDFB9A9DE,1
Direct/Unknown,https://cloudlabslearning.com/register/9A018B45DA,1
Direct/Unknown,https://cloudlabslearning.com/register/89577793BC,1
Direct/Unknown,https://cloudlabslearning.com/register/88CD5BA59A,1
Direct/Unknown,https://cloudlabslearning.com/register/6FACBF324C,1
Direct/Unknown,https://cloudlabslearning.com/register/533AA4CB80,1
Direct/Unknown,https://cloudlabslearning.com/register/50A067CA1D,1
Direct/Unknown,https://landing.cloudlabs.media/auth/session/4ef2f2a7-9c9b-4cb5-a188-1551725b5494,1
https://cloudlabslearning.com/simulators/separation-of-mixtures-lab.html,https://cloudlabslearning.com/page-not-found,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science/detail-grade/10058/Grade%202,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/1375/Middle%20School,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/13253/California/detail-curriculum/13255/Mathematics/detail-grade/13280/Functions,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/13253/California/detail-curriculum/13255/Mathematics,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS)/detail-grade/12656/Algebra,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS)/detail-grade/12650/Grade%204,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS),1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-in-brazil,1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-at-the-nsta-2023-national-conference-in-atlanta-innovating-in-stem-education,1
Direct/Unknown,https://cloudlabslearning.com/category/selection,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/99,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/11589/Maryland/detail-curriculum/11590/Natural%20Sciences,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/11589/Maryland,1
Direct/Unknown,https://landing-client-fgpmbqbusa-uc.a.run.app/,1
Direct/Unknown,https://gtm-msr.appspot.com/render,1
Direct/Unknown,https://cloudlabslearning.com/seven-tips-to-get-the-most-of-cloudlabs-virtual-stem-in-the-classroom,1
Direct/Unknown,https://cloudlabslearning.com/registro_sena,1
Direct/Unknown,https://cloudlabslearning.com/register/jorge.diaz@badajoz.salesianos.edu,1
Direct/Unknown,https://cloudlabslearning.com/register/Jorge,1
Direct/Unknown,https://cloudlabslearning.com/register/FA058FFCD3,1
Direct/Unknown,https://cloudlabslearning.com/register/F1AB4821E1,1
Direct/Unknown,https://cloudlabslearning.com/register/ED29C4EA34,1
Direct/Unknown,https://cloudlabslearning.com/register/EA88ECE882,1
External,http://localhost:10329/Proxy.aspx,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/5ae28674-c78c-4445-b830-3950a9fbbacc,1
Direct/Unknown,https://landing.cloudlabs.media/terms-conditions,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/3040d982-7510-4be4-8d35-d6d83a53db8a,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/98,1
Direct/Unknown,https://landing.cloudlabs.media/register/C713C40519,1
Direct/Unknown,https://cloudlabslearning.com/verify/1AA9BB,1
Direct/Unknown,https://cloudlabslearning.com/verify/0EBA64,1
Direct/Unknown,https://cloudlabslearning.com/the-importance-of-the-study-of-units-of-measurement-in-science-and-mathematics,1
Direct/Unknown,https://cloudlabslearning.com/testimonials,1
Direct/Unknown,https://cloudlabslearning.com/teachers,1
Direct/Unknown,https://cloudlabslearning.com/tag/physics,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/96,1
Direct/Unknown,https://landing.cloudlabs.media/auth/session/ebf447ea-c579-424d-9ec8-7f189ee96b1f,1
External,https://cloudlabslearning.com/blogs-and-news/59,1
External,https://cloudlabslearning.com/blogs-and-news/43,1
External,https://cloudlabslearning.com/blogs-and-news/132,1
https://cloudlabslearning.com/es/preguntas-frecuentes-store-cloudlabs,https://cloudlabslearning.com/page-not-found,1
https://cloudlabslearning.com/es/educacion-superior-cl,https://cloudlabslearning.com/page-not-found,1
